vendor_id,vendor_name,gstin,state,business_type,gst_status,registration_date,compliance_rating
VND02106,Jensen Inc,33BO57JIYF6W4Z7,North Dakota,Trader,Active,2018-08-25,57
VND02107,"Hopkins, Keller and Walker",34OPNFBKVUV0BZ6,Idaho,Manufacturer,Active,2023-01-17,3
VND02108,Ray-Castro,14BE37GIWZJ2OZ6,Minnesota,Trader,Active,2025-11-27,39
VND02109,Mcdonald-Stephens,3000I14RWF8DHZ1,Tennessee,Service,Active,2021-01-19,58
VND02110,Gomez-Flynn,13X5WLAYDEFUNZ1,Massachusetts,Service,Suspended,2021-03-02,67
VND02111,Bowers-Green,30LJHHUV75WNUZ2,California,Service,Active,2025-06-27,46
VND02112,Kelly LLC,2179XTOHRUJCVZ6,North Carolina,Service,Active,2020-12-10,66
VND02113,"Randolph, Dixon and Lindsey",266R54D6CD3B3Z1,Indiana,Manufacturer,Active,2021-05-15,26
VND02114,"Ford, Ryan and Owens",20Q0NF535N6VOZ7,Texas,Trader,Active,2025-07-29,35
VND02115,Johnson Inc,24PKM5RTITOQDZ5,Maine,Service,Active,2023-03-12,43
VND02116,"Clark, Haley and Lewis",17Z1UUHKUSSN1Z8,South Carolina,Manufacturer,Active,2025-07-10,61
VND02117,Mcdowell-George,20VKIF6IN6HPJZ8,North Carolina,Trader,Active,2024-07-28,70
VND02118,"Smith, Hudson and Hall",340LBHVTR3RLOZ7,Arizona,Trader,Cancelled,2025-03-06,93
VND02119,Riley-Ross,27ZEYBYMTN61NZ3,Maine,Trader,Active,2024-09-05,47
VND02120,Lewis-Harrington,19E8FT39DHK5DZ5,Louisiana,Manufacturer,Active,2018-11-21,49
VND02121,Garcia Ltd,21G92JHKIEVBZZ6,Illinois,Manufacturer,Suspended,2025-07-09,74
VND02122,Estes-White,31OW1OSI6XJIVZ8,Oregon,Trader,Active,2019-02-01,46
VND02123,Simmons-Roberts,33YFVHT4STBWTZ2,Mississippi,Manufacturer,Active,2019-12-12,38
VND02124,Evans-Cohen,11YGRJ8DAYAIJZ7,Maine,Manufacturer,Active,2019-05-16,65
VND02125,"Hanna, Lee and Thomas",36QNU3WLJ5T0ZZ3,Kansas,Manufacturer,Suspended,2020-01-06,8
VND02126,"Hernandez, Mathis and Williams",226OE4LR6KIY5Z3,Washington,Trader,Active,2019-11-16,30
VND02127,Blackburn-Ayala,19FZKXGY4X2BPZ9,California,Service,Active,2024-10-29,39
VND02128,Lewis-Reid,27MHWYXOD5BMXZ9,Oregon,Trader,Active,2022-10-16,71
VND02129,Peterson-Hall,14O9P048Y9KYQZ6,Vermont,Service,Active,2020-08-11,38
VND02130,"Wiggins, Peterson and Anderson",36KR1M5O6F6BTZ7,Massachusetts,Manufacturer,Active,2022-07-24,25
VND02131,"Monroe, Gomez and Robinson",35ZRNB43644A2Z7,Tennessee,Manufacturer,Active,2018-06-01,58
VND02132,"Monroe, Bell and Conner",343DKP32SS7LNZ5,North Carolina,Manufacturer,Active,2021-07-15,80
VND02133,"Butler, Washington and Mcdonald",15VYSTXP03AE4Z9,Pennsylvania,Trader,Active,2022-10-02,10
VND02134,"Hoffman, Jones and Maynard",31K1IYDUUDCJ8Z8,Ohio,Trader,Active,2018-06-28,52
VND02135,Hunter Inc,238VYVVYGMERIZ7,Iowa,Manufacturer,Suspended,2020-07-14,98
VND02136,Goodwin PLC,26MGSX5QER49HZ4,Oregon,Trader,Active,2021-01-17,57
VND02137,Hood Ltd,35XI69A6AD924Z7,North Carolina,Service,Active,2023-04-22,61
VND02138,Johnson Ltd,18G3PXIMTYZLEZ6,Utah,Service,Active,2025-02-01,66
VND02139,Woods-Pierce,31TH7160M1046Z9,New Hampshire,Manufacturer,Active,2024-10-25,86
VND02140,"Adams, Sanford and Smith",32MQR9PW7OLUSZ4,Washington,Manufacturer,Active,2023-01-31,62
VND02141,"Beasley, Guerrero and Coleman",285SCFOONZBOYZ8,Idaho,Service,Active,2024-11-05,14
VND02142,Tyler Ltd,24BDQLSKXP2ZFZ5,Georgia,Service,Active,2018-09-30,78
VND02143,"Smith, Lawrence and Lynch",15EL35DJHD2JXZ7,Missouri,Service,Active,2022-02-15,70
VND02144,"Hawkins, Evans and Fields",36YW6CV7AOI6ZZ9,South Dakota,Trader,Active,2024-06-23,36
VND02145,Fitzpatrick-Jordan,25TC3KBGJFLGOZ6,Connecticut,Manufacturer,Suspended,2024-02-19,35
VND02146,Jensen-Kline,23TZT2O4H9PFZZ2,Hawaii,Service,Active,2025-07-18,37
VND02147,Miller Group,35I90FBP55EC3Z8,Hawaii,Manufacturer,Active,2019-04-09,43
VND02148,"Proctor, Hanna and Rubio",18MPEOSC8WYEPZ9,South Carolina,Service,Active,2025-06-30,19
VND02149,Davis-Henderson,362LAKCSRZSM1Z3,Colorado,Service,Active,2019-03-27,38
VND02150,"Olson, Edwards and Taylor",2254WX9AQD8PFZ9,Colorado,Trader,Active,2018-12-21,12
VND02151,Mcmahon LLC,305AP9EXPQIYMZ4,New York,Service,Active,2025-02-06,55
VND02152,"Edwards, Clayton and Nolan",12OL9VRDWKPPHZ5,Maine,Service,Active,2020-01-20,92
VND02153,"Grant, Johnson and Perez",14D15NUGYYJBFZ4,Texas,Trader,Active,2025-05-24,34
VND02154,Richard and Sons,19YQIMTSLQHF3Z3,Wyoming,Trader,Active,2019-08-20,88
VND02155,"Benjamin, Weber and Richard",2393ULG7920JRZ6,Montana,Service,Active,2021-06-26,16
VND02156,Jackson-Carlson,16OLJH6WV1PW5Z5,Rhode Island,Trader,Active,2021-11-13,78
VND02157,King-James,31S2KQKR7XCBCZ1,Delaware,Trader,Active,2024-10-03,54
VND02158,"Boone, Baker and Leon",30XI6L44UOZ88Z1,Delaware,Manufacturer,Active,2022-02-20,56
VND02159,Ryan-Burnett,20IAIGO8E5CHIZ8,South Dakota,Service,Cancelled,2018-04-22,56
VND02160,"Warren, Bell and Lowe",22AZISIXUVZY1Z5,Maryland,Manufacturer,Active,2020-08-13,53
VND02161,"Lopez, Peters and Mccarthy",218JHYJE8N08MZ9,New Hampshire,Service,Active,2024-03-30,50
VND02162,"Hurley, Campbell and Mcdonald",204JN64ZDXGLRZ9,Maryland,Manufacturer,Active,2019-05-23,35
VND02163,"Hamilton, Zuniga and Castillo",15556YC8BG4HOZ8,Maryland,Manufacturer,Active,2021-08-18,61
VND02164,"Torres, Jones and Rodriguez",148X0X9ST5EHLZ4,Colorado,Service,Active,2023-11-10,36
VND02165,"Simmons, Murray and Cobb",16L4EMZ2I6DZ3Z8,Illinois,Service,Cancelled,2026-03-21,7
VND02166,Yoder Ltd,26PX7JHMKRIO5Z6,Illinois,Service,Active,2021-07-18,5
VND02167,Manning LLC,16E4K953ZYPESZ8,Illinois,Manufacturer,Active,2023-06-14,62
VND02168,"Murphy, Miller and Bell",2473U2KIV3ZQOZ9,Missouri,Manufacturer,Suspended,2024-09-09,37
VND02169,"Gray, Santiago and Alvarez",25ZWUPCUCCYRHZ6,California,Trader,Active,2022-06-06,71
VND02170,Harvey-Johnston,26IZAIVVWSGNQZ9,Montana,Manufacturer,Active,2024-09-15,48
VND02171,Poole LLC,25WM1AOAQ0PHCZ2,Mississippi,Manufacturer,Active,2020-01-06,30
VND02172,"Campbell, Carrillo and Roth",11C9THK8O4G5SZ1,Missouri,Service,Active,2022-04-17,49
VND02173,Gallegos-Harris,35FZ3WM1BA9CUZ1,Nebraska,Trader,Active,2023-10-15,27
VND02174,"Parker, Morales and Hayes",25QHUAHJMVNRBZ4,Colorado,Trader,Active,2024-11-08,52
VND02175,Evans-Chang,101Z65UEXNZBHZ3,West Virginia,Service,Active,2019-07-23,29
VND02176,Miller LLC,22QRH1NLHT08VZ4,Delaware,Trader,Active,2021-11-27,28
VND02177,Gonzalez Ltd,26GGBX04ZV2LCZ4,Tennessee,Manufacturer,Active,2026-03-04,94
VND02178,Stewart LLC,28VXHCIDW6VDEZ5,Florida,Manufacturer,Suspended,2024-07-14,69
VND02179,Ayala-Garcia,33SV6IRVUA1KSZ8,Kansas,Service,Active,2022-04-06,35
VND02180,Armstrong Group,18NF6LUMQRJWXZ4,Oklahoma,Trader,Active,2025-08-22,50
VND02181,Phillips-Ramos,312ZGZAG5HN0VZ5,Minnesota,Service,Active,2025-05-28,11
VND02182,"Merritt, Hill and Villarreal",35ZMPW3X9INSNZ1,North Dakota,Service,Active,2019-10-16,6
VND02183,Rhodes-Hughes,27MK3KF37M9QFZ4,Maine,Manufacturer,Active,2026-02-16,52
VND02184,Moss LLC,28R5ST12SQX5EZ9,North Carolina,Trader,Cancelled,2021-07-24,51
VND02185,West and Sons,23KP8VMGZOI4QZ5,Wisconsin,Trader,Active,2022-01-29,53
VND02186,"Smith, Montgomery and Davis",28BLUH9D8ZBQ8Z1,North Carolina,Trader,Cancelled,2019-10-06,63
VND02187,Graham-Jackson,24GYDYBLJWW5AZ8,Hawaii,Service,Suspended,2020-06-30,85
VND02188,"Horton, Johnson and Allen",29OLGY187OSZGZ7,Tennessee,Service,Suspended,2025-01-03,14
VND02189,"Hubbard, Washington and Reese",18STKI4RB0QDEZ4,Nevada,Trader,Active,2018-06-22,65
VND02190,Robertson-Baker,299250JKR5AY6Z2,Maine,Manufacturer,Active,2020-12-24,38
VND02191,Hayes-Camacho,15MDUHM3LW12WZ5,Mississippi,Manufacturer,Active,2026-01-25,86
VND02192,Cooper Inc,17L85N9ROTERGZ9,South Carolina,Service,Active,2019-08-05,50
VND02193,Mcdowell and Sons,23716EIBYNUQ6Z4,Vermont,Trader,Active,2019-01-24,42
VND02194,"Lawrence, Harrison and Delgado",16NSIM460DEVYZ3,Wisconsin,Trader,Active,2019-07-22,45
VND02195,Bridges PLC,19ULFVJXXA3NSZ2,Nevada,Manufacturer,Active,2023-08-03,67
VND02196,Carlson Ltd,24NNLUBCQEWLDZ8,Missouri,Service,Active,2021-05-01,10
VND02197,"Gross, Higgins and Norris",13SUYW8LVTMEXZ9,Nebraska,Manufacturer,Active,2025-08-23,18
VND02198,Robbins Inc,35I6G7VXM0V7XZ2,Delaware,Trader,Active,2020-12-09,50
VND02199,Salazar Group,35MX863NIHWBFZ4,Massachusetts,Manufacturer,Active,2020-06-16,0
VND02200,Cook PLC,31ABW4GFX7YDQZ2,Kentucky,Service,Active,2024-04-09,41
VND02201,"Ortiz, Wu and Wilson",11JWMWLXPJR8OZ7,Idaho,Trader,Active,2021-11-17,53
VND02202,Contreras and Sons,364YSMW9BBNLLZ8,Michigan,Trader,Active,2024-10-10,94
VND02203,Mills and Sons,15CUIOGRQTTJMZ5,West Virginia,Trader,Active,2026-02-27,50
VND02204,"Lewis, Gonzalez and Baker",32ZT49DLMDUJ3Z4,Montana,Service,Suspended,2024-11-19,90
VND02205,"Copeland, Gibbs and Hayes",105LE6LCGSR7QZ4,Iowa,Service,Active,2021-10-07,45
VND02206,"Hoffman, Dunn and Myers",19WQ3KZ2XC4TVZ3,New Hampshire,Service,Active,2021-08-18,6
VND02207,Wu Group,24XR6VP4B7MG7Z9,Wyoming,Trader,Active,2024-03-09,40
VND02208,Knox-Campbell,21GI08OE1DBXKZ5,Maryland,Service,Active,2022-11-30,39
VND02209,"Thomas, Smith and Simmons",180OOI2ZDGKZIZ4,North Dakota,Service,Active,2024-08-12,50
VND02210,"Franklin, Gomez and Ross",29847RCI9RR59Z3,Tennessee,Service,Active,2018-04-20,64
VND02211,"Wilson, White and White",3347PTZ1IQR0NZ3,New Jersey,Service,Cancelled,2025-06-14,68
VND02212,Moyer-Bryan,2461CASRSNHWWZ9,Louisiana,Manufacturer,Active,2020-10-04,16
VND02213,Williams PLC,26EKLE0I6GYBZZ7,Nebraska,Manufacturer,Active,2023-06-26,81
VND02214,Moore-Weaver,11PM7QU5YYC5PZ7,Minnesota,Trader,Active,2021-04-04,87
VND02215,Parks-Chavez,11DKXCBOJOVRQZ2,Wyoming,Service,Active,2018-08-01,95
VND02216,Sanchez-Williams,196KXWS6YCCVUZ8,Illinois,Service,Active,2022-05-13,39
VND02217,Casey-Perry,11M4Y12P9ORR1Z4,New Mexico,Service,Active,2023-12-03,69
VND02218,Ferguson-Herring,31F1WE0B3TVKNZ2,Indiana,Manufacturer,Active,2021-12-22,70
VND02219,"Gregory, Harris and Bray",332VM56HYZP7KZ8,Connecticut,Service,Active,2025-08-16,91
VND02220,Gates Ltd,32PBX6OY4TU06Z2,California,Manufacturer,Active,2023-11-08,40
VND02221,Foley-Wu,274PS64HS1M3VZ8,North Dakota,Trader,Active,2020-10-01,39
VND02222,Holt-Chambers,27XM1APUI05O9Z6,Rhode Island,Service,Active,2025-08-24,65
VND02223,Stevens PLC,337VVEHNU8I5MZ6,Georgia,Manufacturer,Active,2020-12-13,65
VND02224,Smith and Sons,1082A86W2M3BKZ3,Mississippi,Trader,Active,2023-09-25,68
VND02225,"Hodges, Johnson and Miller",29JUUV6EOGVWIZ6,Michigan,Manufacturer,Active,2024-06-18,29
VND02226,Cardenas Ltd,323AQM3IYL0H7Z8,Wyoming,Service,Active,2019-09-02,49
VND02227,Baker-Kennedy,33U3CMR748ULIZ9,Indiana,Manufacturer,Active,2018-06-02,56
VND02228,"Weber, Dickerson and Stuart",11TOGPX4SH4OLZ9,Hawaii,Trader,Active,2020-06-11,51
VND02229,Cook-Moss,220BIOVYBKCUCZ4,Connecticut,Manufacturer,Active,2025-07-28,36
VND02230,"Ferrell, Cooper and Smith",1118PSKFKLSJIZ7,Maine,Manufacturer,Active,2021-02-05,37
VND02231,"White, Williams and Mcneil",25S969Y4VKYXFZ7,California,Manufacturer,Active,2025-12-12,18
VND02232,Gonzalez and Sons,21XGSNE1JRD53Z1,Hawaii,Trader,Active,2024-04-21,47
VND02233,Ellis-Stewart,16R1TZYQ5XITCZ6,North Dakota,Trader,Suspended,2021-09-29,74
VND02234,"Taylor, Parker and Stephens",14A5UXW3AB8YEZ7,Arkansas,Manufacturer,Active,2019-03-12,48
VND02235,Larson LLC,33KSPGYS467E3Z4,Minnesota,Service,Active,2023-04-25,70
VND02236,Jones PLC,27F64ILLBW2F6Z7,Arizona,Service,Active,2019-09-09,54
VND02237,Smith PLC,22SRTEQAAV0OLZ2,Nebraska,Manufacturer,Active,2019-06-09,7
VND02238,Parker-Barnes,29AAUJEZI3QVRZ7,New Jersey,Service,Active,2022-04-11,36
VND02239,Williams Inc,13BJ8I3JBVVU9Z3,North Dakota,Service,Active,2019-01-03,63
VND02240,Baldwin-Acosta,14CC7L9MNFDJ8Z8,North Dakota,Service,Active,2024-08-06,83
VND02241,"Franklin, Grant and Curtis",184CIL955TXXOZ3,Idaho,Service,Active,2018-07-23,26
VND02242,"Green, Parker and Chambers",31X16LYCWXV94Z5,Kansas,Manufacturer,Active,2023-03-25,60
VND02243,"Smith, James and Hooper",13E7R0ZWUHNHIZ5,Washington,Manufacturer,Suspended,2021-12-12,68
VND02244,Hawkins-Stewart,35WJDI2J2APDZZ4,Florida,Service,Active,2021-01-07,4
VND02245,Simmons LLC,15K7W3NH7829IZ8,Illinois,Trader,Active,2025-01-04,43
VND02246,Marquez-Jones,11ZAN1LOTPOJUZ3,Massachusetts,Manufacturer,Active,2023-07-21,79
VND02247,"Cooper, Lawson and Johnson",23A11HRBF2H6OZ7,New Jersey,Service,Active,2021-02-20,68
VND02248,Frazier LLC,10DQS0FNEK98XZ5,Louisiana,Trader,Active,2022-10-06,75
VND02249,Pineda-Cooper,15J9P8F4QRYOKZ1,Nevada,Service,Suspended,2023-07-30,40
VND02250,Rhodes-Stevens,23M8AH481N7F9Z8,Rhode Island,Service,Active,2021-02-07,94
VND02251,Williams PLC,32KGF3ZC0YT8LZ2,Wisconsin,Trader,Active,2024-10-12,57
VND02252,Mayo LLC,36TQU32AVGC55Z3,Virginia,Manufacturer,Active,2022-09-25,51
VND02253,"Morrison, Elliott and Keller",19AV2D5L7HOMAZ3,New Jersey,Manufacturer,Active,2022-04-11,30
VND02254,Bowman-Lewis,325T1SBJECXLMZ7,New Hampshire,Manufacturer,Active,2018-11-02,48
VND02255,Richardson Ltd,12M1ASJM0LHGLZ7,Mississippi,Service,Suspended,2019-08-12,81
VND02256,"Kennedy, Clements and Shepard",33PIWDJQF9MCUZ2,Delaware,Trader,Active,2019-02-26,53
VND02257,Patton-Perry,379RTOMA65M1XZ4,Florida,Service,Active,2018-11-27,26
VND02258,Green-Watson,251ZX3TYUXXZ7Z4,Oklahoma,Trader,Active,2019-10-04,86
VND02259,Gibson and Sons,12F5EO7YU1WO7Z4,Minnesota,Trader,Active,2023-06-15,87
VND02260,Weeks-Fletcher,21US0RTK3V49FZ7,Delaware,Trader,Active,2026-03-23,34
VND02261,Davis-Cowan,101OH8AMEKH14Z2,California,Manufacturer,Active,2022-01-01,55
VND02262,"Kemp, Richardson and Vazquez",22L0QOQ2AMEOPZ1,Alabama,Trader,Active,2025-09-15,8
VND02263,Cervantes Inc,13SQNZD3ASEH8Z1,Georgia,Service,Active,2025-12-03,88
VND02264,Washington PLC,26YHIRG9JCGLTZ1,Illinois,Service,Active,2019-07-15,92
VND02265,"Moore, Howard and Green",13MN3V01SWOTRZ7,Alaska,Trader,Active,2019-06-02,87
VND02266,Barber-Henry,28TS7LLKNZ8X4Z1,Connecticut,Trader,Active,2021-11-25,9
VND02267,"York, Stark and Robinson",11409H1VCIKHSZ8,Colorado,Trader,Suspended,2021-05-12,75
VND02268,Snyder-Oconnell,15YAQBC8VHXP8Z3,Louisiana,Manufacturer,Active,2019-07-07,35
VND02269,"Mccoy, Cook and Stanley",16EDLMUFNJXX5Z9,Louisiana,Manufacturer,Active,2019-10-19,62
VND02270,Wallace-Flores,114M23ER25FOIZ2,New York,Manufacturer,Active,2023-01-24,59
VND02271,"Gill, Diaz and Harrison",33G0F5LAH1EC7Z3,New Mexico,Trader,Active,2023-05-10,13
VND02272,Mata Inc,32LY68DO4NOQ6Z1,Kansas,Manufacturer,Active,2024-10-03,5
VND02273,Cox Ltd,35CK9B4FLE2HIZ2,Louisiana,Trader,Active,2022-08-28,70
VND02274,"Berry, Robinson and Crosby",21MXA1PGMTNX9Z7,North Carolina,Manufacturer,Active,2021-06-08,23
VND02275,Burton-Brown,3738W6E7E1B01Z6,Alaska,Manufacturer,Active,2023-09-05,52
VND02276,"Ayala, Smith and Clark",24G40AQ6HWWV7Z2,Michigan,Manufacturer,Active,2020-05-23,81
VND02277,Knight-Ray,17QE9GVJOXGAEZ9,Nevada,Manufacturer,Active,2018-09-26,62
VND02278,Ford-Doyle,35PQVCD1CV489Z9,New Hampshire,Service,Active,2022-12-04,48
VND02279,Douglas-Mendoza,25X28AZPS5MWSZ4,Connecticut,Manufacturer,Active,2020-06-20,5
VND02280,Mcgee Group,354W576UTT6SEZ1,Michigan,Trader,Cancelled,2025-12-18,85
VND02281,"Christensen, Sims and Cameron",276JPNW137NX8Z3,Hawaii,Trader,Active,2024-11-12,52
VND02282,"Jordan, Haynes and Carrillo",11WQGES9V0HIXZ1,Missouri,Manufacturer,Active,2023-05-21,86
VND02283,Thomas-Silva,233XD5XZV2OE6Z4,New Mexico,Trader,Active,2025-03-16,81
VND02284,Richards-Melton,163V085BB0NZTZ8,Idaho,Manufacturer,Cancelled,2019-10-27,52
VND02285,"Williams, Fuentes and Martinez",34VJZ3XM3OZLKZ5,New Hampshire,Manufacturer,Active,2021-08-14,13
VND02286,"Miller, Guzman and Ortiz",12SBPHO36A2V2Z5,Indiana,Trader,Active,2024-06-21,9
VND02287,Thomas Inc,23U1WUSOG1CFAZ2,South Dakota,Trader,Cancelled,2024-07-28,54
VND02288,Rice PLC,1233NW8G9MYUXZ1,Montana,Manufacturer,Active,2018-05-18,36
VND02289,"Collins, Townsend and Thomas",21ESOPW8393JRZ6,Wyoming,Service,Active,2019-09-22,88
VND02290,Holland-Doyle,32MXH5K271HBVZ5,Wyoming,Trader,Active,2023-01-29,91
VND02291,"Richards, Porter and Vincent",2663WIFQQP1BOZ3,Oklahoma,Trader,Active,2022-08-20,37
VND02292,Price-Fernandez,30X2SSDJW8BZOZ6,North Dakota,Trader,Active,2025-04-06,51
VND02293,Fritz Ltd,27O2SIBAQ95ZWZ5,New Hampshire,Service,Active,2021-01-15,83
VND02294,"Villarreal, Jones and Le",279HZSCJW00B8Z9,Arkansas,Service,Active,2025-02-19,61
VND02295,"Garrett, Roy and Gomez",11D35JK7ZPKXOZ4,Michigan,Trader,Active,2024-04-22,85
VND02296,Floyd-Jackson,26LGYQPDAE4TAZ5,Alaska,Service,Suspended,2022-03-27,93
VND02297,"Taylor, Maldonado and Jones",124SDPIQF0984Z3,Nebraska,Service,Active,2019-12-19,64
VND02298,Ortiz-Burgess,29AECZ2PJ7YC5Z5,Hawaii,Manufacturer,Active,2023-08-19,0
VND02299,Pierce Ltd,246KQEHDWS3HSZ9,California,Service,Suspended,2024-11-08,57
VND02300,"Martinez, Moreno and Elliott",152SL0A8C79VYZ9,Pennsylvania,Manufacturer,Active,2020-11-28,26
VND02301,Gonzalez Ltd,23WRX8S9G05MCZ6,Michigan,Trader,Active,2025-07-11,85
VND02302,Oconnor-Robinson,30TNL0XWX0K0GZ9,Louisiana,Manufacturer,Active,2024-10-24,50
VND02303,Bartlett-Saunders,140JHV7AT8UYLZ1,California,Manufacturer,Active,2022-02-28,11
VND02304,"Hall, Johnson and Chase",16E6QX39CAQHIZ9,Ohio,Service,Active,2024-07-10,98
VND02305,Fox LLC,34B13ZDL2QNDNZ2,Missouri,Service,Active,2025-10-14,95
VND02306,"Richard, Carney and Kerr",36GA0Q9B1U1M3Z6,Mississippi,Trader,Active,2022-06-06,45
VND02307,"Haynes, Wright and Mcdaniel",10NMYZ54TLKBQZ6,Iowa,Manufacturer,Active,2019-05-22,42
VND02308,Villa Ltd,11H2SUGWL7HNIZ7,Florida,Trader,Active,2025-03-22,71
VND02309,"Gibson, Robinson and Melton",232V3DQ3DD3K4Z8,Connecticut,Manufacturer,Active,2025-01-22,79
VND02310,Cox and Sons,24OOHB3DWEUTOZ5,Massachusetts,Service,Active,2023-09-26,86
VND02311,Gardner-Wiley,24J8ZRX1WJ579Z2,Michigan,Manufacturer,Active,2018-05-31,31
VND02312,"Carter, Black and Nichols",27WFICK9KB8R6Z6,North Carolina,Manufacturer,Active,2023-01-28,93
VND02313,Ingram-Smith,315HOHQRII3IFZ7,California,Manufacturer,Active,2021-12-29,86
VND02314,"Osborne, Harris and Mendoza",35ZCZW2PBU4NZZ3,Massachusetts,Manufacturer,Active,2020-12-11,66
VND02315,Edwards-Harris,29A1QFKHMSV5YZ4,Washington,Service,Active,2025-03-19,37
VND02316,"Andrade, Moore and Taylor",14M2A8EIXHPG6Z3,Montana,Trader,Active,2022-08-01,54
VND02317,"Floyd, Garcia and Williams",33HQFX0KKI4A8Z7,Wyoming,Service,Active,2025-10-21,48
VND02318,Lynn Group,33N64A4FB030AZ8,Maryland,Manufacturer,Active,2023-08-06,41
VND02319,Perry Group,21S9JCSDIY0Q5Z3,Arkansas,Service,Suspended,2025-01-10,70
VND02320,Nelson-Howard,146WX7SG0PNHYZ6,New York,Manufacturer,Active,2023-06-29,20
VND02321,"Mclean, Hill and Marshall",28H2QD60EE55AZ4,Maryland,Service,Active,2020-01-15,38
VND02322,Hawkins Inc,30EAP9IIAMIZMZ6,Hawaii,Service,Active,2020-03-31,15
VND02323,Hunt Group,18GO2CAIGIS5NZ4,Virginia,Manufacturer,Active,2025-08-06,31
VND02324,Payne PLC,31S8IBQSS5ILKZ9,North Carolina,Trader,Active,2022-01-15,62
VND02325,"Wilson, Park and Long",29U6JBE6PGED7Z9,West Virginia,Manufacturer,Active,2025-11-11,52
VND02326,Ross-Patrick,101HUUE028TTLZ4,Missouri,Trader,Active,2023-10-17,65
VND02327,Newton-Duncan,28NLRP7TWJ4IDZ8,Nebraska,Service,Active,2024-06-18,16
VND02328,Beasley-Mercado,37T23UT14CZ5RZ3,Utah,Service,Active,2019-11-13,69
VND02329,Rose-Farmer,30J0JEPJL5DINZ6,Washington,Service,Active,2019-05-23,65
VND02330,"Williams, Jackson and Finley",10CQ8W3O45L6VZ6,Missouri,Trader,Active,2022-08-20,63
VND02331,Hodge Ltd,162MZT18JWO56Z1,Nebraska,Manufacturer,Suspended,2025-12-21,27
VND02332,Sutton Ltd,1415L91DPLB0PZ7,Iowa,Trader,Active,2020-09-23,73
VND02333,Smith-Figueroa,11USLUV0EU5T6Z1,Montana,Service,Active,2021-07-12,54
VND02334,Mendez-Brown,30YRO0DJZSBLFZ3,Arkansas,Manufacturer,Active,2022-01-31,36
VND02335,Payne LLC,16OVPH1PFSQMXZ6,Alaska,Manufacturer,Active,2026-03-15,65
VND02336,Scott LLC,134HP6XR2BUPWZ1,Rhode Island,Manufacturer,Active,2024-06-19,2
VND02337,Schneider-Anderson,26KGTFREKFU0CZ9,Oklahoma,Manufacturer,Active,2020-01-03,45
VND02338,Bradford-Weber,31CV2YZAWDO95Z5,Connecticut,Manufacturer,Active,2024-06-11,94
VND02339,Smith-Holmes,1890ZJ2EYXX8OZ5,Wyoming,Trader,Active,2022-06-27,0
VND02340,Weaver Group,244W8UAV8B7WWZ3,Kansas,Service,Active,2021-05-10,23
VND02341,"Clark, Smith and Chavez",18MHJW5JM2NPTZ8,Arizona,Trader,Active,2022-05-25,21
VND02342,Harris and Sons,123AFPXSZ23FZZ4,New York,Manufacturer,Active,2020-07-17,30
VND02343,Hall-Martin,190AFDP8GLCRZZ2,Connecticut,Service,Active,2018-09-06,2
VND02344,Kim LLC,309NH1DZKMSINZ4,New Mexico,Trader,Active,2022-01-03,78
VND02345,"Murphy, Hart and Johnston",17OOCAZOEMIEZZ7,New Mexico,Trader,Active,2024-12-30,83
VND02346,Harper Group,10FHQ506LURLAZ7,Indiana,Service,Active,2024-08-02,37
VND02347,"Decker, Johnson and Ramirez",243SK4DTE50SFZ6,Utah,Service,Active,2024-05-14,45
VND02348,Salinas LLC,225D2P5BOGO9SZ3,Oklahoma,Manufacturer,Active,2024-06-10,70
VND02349,"Duke, White and Gibbs",22N8LD137B6EPZ9,Alaska,Trader,Active,2020-05-05,40
VND02350,"Johnson, Edwards and Hayes",10KDXKHCFRRP1Z5,South Dakota,Trader,Cancelled,2024-04-07,60
VND02351,"Walker, Braun and Smith",37AFX4768C9PSZ4,Pennsylvania,Trader,Active,2020-05-10,13
VND02352,"Carlson, Smith and Hoffman",35D0K8P125NYXZ3,Kansas,Service,Active,2024-06-07,4
VND02353,"Williams, David and Cooke",31NKW8NZWQY7EZ3,Texas,Trader,Active,2022-09-06,0
VND02354,Smith-Harrison,24O3Y10DUTU0PZ7,Kentucky,Service,Active,2022-08-28,17
VND02355,Patel PLC,17CBPFD88U38YZ1,Iowa,Manufacturer,Active,2021-10-10,37
VND02356,"Brady, Greer and Gray",217S9QNFC9ZBPZ4,Illinois,Manufacturer,Active,2020-03-30,89
VND02357,Bowers-Cohen,37IWE10OF1D09Z5,Michigan,Manufacturer,Active,2024-12-01,88
VND02358,"Howell, Clark and Wright",24LKMH4S19Y1IZ4,Tennessee,Manufacturer,Active,2024-12-18,1
VND02359,Murphy LLC,22Y0Y90739CYGZ1,Utah,Trader,Active,2021-12-20,31
VND02360,Good-Smith,12OS7PZBMILKQZ3,South Dakota,Service,Suspended,2023-02-12,32
VND02361,Vaughn Ltd,10CQHJEZOD4W8Z6,Arkansas,Service,Active,2018-04-16,51
VND02362,"Stevens, Valdez and Russell",274P50HF1CZZKZ1,Delaware,Manufacturer,Active,2020-10-26,84
VND02363,"Li, Ruiz and Anderson",33D8M4KJ48GACZ8,Nebraska,Trader,Active,2022-05-05,35
VND02364,"Bryant, Eaton and Wolfe",32PBGDYER08RMZ4,South Dakota,Manufacturer,Active,2024-08-10,49
